Date,Operation,Amount,Cryptocurrency,FIAT value,FIAT currency,Transaction ID,Withdrawal address,Reference
"2021-01-30T08:24:47+01:00","Staking reward","0.29400067","DFI","0.7522330542687","USD","","","4179e083-9725-4189-b8c4-e5357075cd44"
"2021-01-30T05:23:14+01:00","Staking reward","0.27818505","DFI","0.7096806629055","USD","","","7a9d9d78-296b-45ca-a235-3f8bfbd60761"
"2021-01-30T02:21:42+01:00","Staking reward","0.2623773","DFI","0.678547054395","USD","","","a3f11b19-b14b-4f52-8451-86f887da46b6"
"2021-01-29T23:20:11+01:00","Staking reward","0.26629253","DFI","0.696381595203","USD","","","bdaad1d1-a2be-4ee7-a3c1-d7289838d110"
"2021-01-29T20:18:39+01:00","Staking reward","0.26725572","DFI","0.705808993734","USD","","","48df5738-dae6-4bcb-b729-a9a10d2ebedd"
"2021-01-29T17:17:04+01:00","Staking reward","0.2830043","DFI","0.773382830868","USD","","","3464b455-8c8e-4448-a1cd-c4aaffc44879"
"2021-01-29T14:15:33+01:00","Staking reward","0.28593112","DFI","0.754314887672","USD","","","2a404496-3e2a-45d0-ae34-37d128615dbd"
"2021-01-29T11:13:55+01:00","Staking reward","0.29969829","DFI","0.8026939180386","USD","","","60e89d25-84a7-402b-bc3a-54bf5712be52"
"2021-01-29T08:12:21+01:00","Staking reward","0.28290591","DFI","0.6949725132105","USD","","","c69e021f-afff-444a-afdb-098124c1c92f"
"2021-01-29T05:10:50+01:00","Staking reward","0.30751327","DFI","0.7806716380182","USD","","","f8b68743-8a3b-426f-9dc5-96fe2100dc08"
"2021-01-29T02:06:25+01:00","Staking reward","0.29171213","DFI","0.7501814991145","USD","","","b8a9d7cc-62cf-48ac-9f9a-0cbdfeaf4999"
"2021-01-28T23:04:12+01:00","Staking reward","0.27985659","DFI","0.7068981563787","USD","","","d322c663-f93a-42c9-bdfc-49ff79a5280e"
"2021-01-28T20:02:43+01:00","Staking reward","0.2798257","DFI","0.703274738782","USD","","","82ab0fb7-5fb6-442b-9fcd-829cc44716ec"
"2021-01-28T17:01:10+01:00","Staking reward","0.3014685","DFI","0.7370904825","USD","","","9d89a255-3c4a-4bb8-96f5-9ee79ef99719"
"2021-01-28T13:59:42+01:00","Staking reward","0.29059877","DFI","0.7058440704161","USD","","","abb66501-4030-43e3-902b-745f36b9e0d0"
"2021-01-28T10:58:01+01:00","Staking reward","0.13888891","DFI","0.3330014395051","USD","","","b884cea4-582b-4707-af18-76874230cddc"
"2021-01-28T09:02:20+01:00","Staking reward","0.28463976","DFI","0.6943900801104","USD","","","705f45eb-0ae5-4292-ae70-5fd2ea610e53"
"2021-01-28T06:00:51+01:00","Staking reward","0.26786828","DFI","0.6464840216832","USD","","","c83f55d7-9020-4fa2-ae95-0c07180a9794"
"2021-01-28T02:59:23+01:00","Staking reward","0.2983637","DFI","0.712725239286","USD","","","43e057e3-e0a3-4cb1-af7f-a10f955c9fdc"
"2021-01-27T23:56:18+01:00","Staking reward","0.29439575","DFI","0.70587857769","USD","","","2ab7421e-9a1f-4107-ab05-ba9d0a0777ea"
"2021-01-27T20:54:06+01:00","Staking reward","0.28943864","DFI","0.6940275485376","USD","","","cd6040ef-bdd7-42c2-b7e5-b3ced92506af"
"2021-01-27T17:52:10+01:00","Staking reward","0.28251565","DFI","0.681851521275","USD","","","9c8230c9-c466-4730-abd5-57380c316ebc"
"2021-01-27T14:50:39+01:00","Staking reward","0.30708896","DFI","0.7406033739424","USD","","","f339c75a-dd3d-46a5-be48-97fb8205120f"
"2021-01-27T11:49:09+01:00","Staking reward","0.29622929","DFI","0.7198371747","USD","","","496398e8-eccf-43a1-986f-be899d5ed40c"
"2021-01-27T08:47:38+01:00","Staking reward","0.28536953","DFI","0.7041293394079","USD","","","5fe299ea-7f8b-4c67-9748-0b1fefc0d3e1"
"2021-01-27T05:46:12+01:00","Staking reward","0.2745155","DFI","0.67399594591","USD","","","119fe5af-82e5-4c43-a12a-cf27b22f1e03"
"2021-01-27T02:44:42+01:00","Staking reward","0.29711345","DFI","0.752701271961","USD","","","bce27ce7-4280-4753-acdd-2b9446894fff"
"2021-01-26T23:43:11+01:00","Staking reward","0.26560557","DFI","0.6662529799551","USD","","","7c210eef-3aea-45e9-a36c-1924d13e6a00"
"2021-01-26T20:41:45+01:00","Staking reward","0.28623069","DFI","0.7245128471418","USD","","","54c3181f-14ab-4667-9de6-205aa25025c4"
"2021-01-26T17:40:10+01:00","Staking reward","0.28816726","DFI","0.714020836828","USD","","","f9bf568b-86b0-4838-a868-0671dac69079"
"2021-01-26T14:38:40+01:00","Staking reward","0.26748617","DFI","0.6669366419695","USD","","","7c3d5720-4b90-432a-b6c9-c0abfb6a25d0"
"2021-01-26T11:37:07+01:00","Staking reward","0.0226178","DFI","0.057416642368","USD","","","b801df92-70f8-499c-bd11-52283a7f2d93"
"2021-01-26T11:20:19+01:00","Staking reward","0.28416944","DFI","0.7114238764288","USD","","","e1dd3a1f-883d-4143-bdb2-6ae2ebff61c8"
"2021-01-26T08:18:53+01:00","Staking reward","0.26939025","DFI","0.6601704405525","USD","","","6c2235d8-ba69-4bca-b2e8-ba0fa0b1c67b"
"2021-01-26T05:17:22+01:00","Staking reward","0.26248137","DFI","0.6477305263764","USD","","","37d47b3e-38e0-42c8-865b-2cdb91b365d8"
"2021-01-26T02:15:55+01:00","Staking reward","0.27818215","DFI","0.6971550679365","USD","","","d8a405cb-20ad-4a74-8d4e-d540f7e6930a"
"2021-01-25T23:14:28+01:00","Staking reward","0.29879215","DFI","0.754037845583","USD","","","c111ce64-92b5-47f6-8a8f-154b25d7e719"
"2021-01-25T20:13:06+01:00","Staking reward","0.28893031","DFI","0.755061579123","USD","","","1752279e-12ab-4298-9442-0d228dec4a12"
"2021-01-25T17:11:38+01:00","Staking reward","0.29086327","DFI","0.7733996176646","USD","","","bbcaaf2f-a393-45f5-b960-675eb8aaacae"
"2021-01-25T14:10:07+01:00","Staking reward","0.02456566","DFI","0.0654623251114","USD","","","053f714a-2ad7-4eed-9187-5d5be380eff0"
"2021-01-25T14:06:38+01:00","Staking reward","0.00294779","DFI","0.0078552413141","USD","","","b532c61f-5f4f-4b50-9b53-6213e0d31bb6"
"2021-01-25T13:42:37+01:00","Staking reward","0.27609073","DFI","0.7193875279026","USD","","","9b89a419-8577-4cbd-aebf-cfef84730670"
"2021-01-25T10:40:58+01:00","Staking reward","0.27213189","DFI","0.7055427446085","USD","","","a2d1d13d-f471-4824-ae4c-93674de853ec"
"2021-01-25T07:39:32+01:00","Staking reward","0.29174479","DFI","0.7602635831568","USD","","","9b28262a-66e8-4533-909e-88fe3eb9e7ca"
"2021-01-25T04:38:04+01:00","Staking reward","0.28974867","DFI","0.7428895124997","USD","","","06a6dcad-4626-45d5-bb69-af374aef9bf9"
"2021-01-25T01:36:38+01:00","Staking reward","0.26614979","DFI","0.6737475473934","USD","","","bd0481f5-35cd-4dee-bc9a-374e5a0ef56f"
"2021-01-24T22:35:02+01:00","Staking reward","0.27397819","DFI","0.675027464522","USD","","","45c7588c-a546-4fef-85f2-36f6f5bfbdf8"
"2021-01-24T19:33:40+01:00","Staking reward","0.26805959","DFI","0.6642838311708","USD","","","3d73af66-0ea2-4cee-a1b5-b1c23f9d7ff2"
"2021-01-24T16:32:05+01:00","Staking reward","0.29257424","DFI","0.7296187139696","USD","","","c99404a5-8100-45ea-b082-b3461d046f10"
"2021-01-24T13:44:51+01:00","Staking reward","0.2699637","DFI","0.67490925","USD","","","2e723bf0-b070-458c-8039-245cc3cf9c7a"
"2021-01-24T10:43:23+01:00","Staking reward","0.20711811","DFI","0.5258480271168","USD","","","5b823d1b-8a1a-46c9-ba24-00b3493b57a2"
"2021-01-24T08:32:26+01:00","Staking reward","0.28463297","DFI","0.7176308756125","USD","","","e073e71c-7c24-407b-9fbd-a571c072e5d3"
"2021-01-24T05:31:07+01:00","Staking reward","0.29343192","DFI","0.7413146654112","USD","","","92914fe5-ccfc-4879-9580-7f1c622f75a5"
"2021-01-24T02:29:42+01:00","Staking reward","0.27770127","DFI","0.6911179276617","USD","","","fcfecad0-4d0f-4654-8bae-f350e43c9b22"
"2021-01-23T23:28:20+01:00","Staking reward","0.28748274","DFI","0.722084772195","USD","","","c3f6a1ea-a379-4dc3-83a0-a7f7051befa9"
"2021-01-23T20:26:54+01:00","Staking reward","0.29039498","DFI","0.7271519338698","USD","","","bc352f07-ec1b-4c7e-a05b-9946c416c69b"
"2021-01-23T17:25:32+01:00","Staking reward","0.53456887","DFI","1.3331559592043","USD","","","9d3e70fe-9039-4f31-9ce9-c377747a74f3"
"2021-01-23T14:24:08+01:00","Staking reward","0.141236","DFI","0.34683183284","USD","","","2b33765a-2b3e-4cc1-b9ed-d03b9f858dcc"
"2021-01-23T11:22:47+01:00","Staking reward","0.2196807","DFI","0.55229924787","USD","","","987cdecb-8e03-45fb-bfc3-f6e82c8098f3"
"2021-01-23T08:21:28+01:00","Staking reward","0.29123913","DFI","0.7445790473667","USD","","","394f3e22-a67e-4e89-9c3e-cee0430914b1"
"2021-01-23T05:20:05+01:00","Staking reward","0.27061861","DFI","0.6823783560455","USD","","","baf41c9d-712d-4607-a68a-de05b30fddb1"
"2021-01-23T02:17:17+01:00","Staking reward","0.32254664","DFI","0.8158462457496","USD","","","84b7587a-a9ee-4542-8b15-b4d8f1d2d7f7"
"2021-01-22T23:15:49+01:00","Staking reward","0.65571161","DFI","1.7105352056587","USD","","","7f248f53-f99a-4aca-891b-9d8a3ee3a8a1"
"2021-01-22T17:20:37+01:00","Staking reward","0.19699286","DFI","0.4962624429834","USD","","","e3f1924a-2c86-4913-a8a8-fca8790f5565"
"2021-01-22T14:12:01+01:00","Staking reward","0.26459049","DFI","0.6502020242211","USD","","","39ca38a5-cfaf-4a77-8cc3-9d3e5b9ee4d0"
"2021-01-22T11:10:31+01:00","Staking reward","0.27730321","DFI","0.6564903923861","USD","","","5d1a2b25-2738-492e-bc9e-730882b3899f"
"2021-01-22T08:09:06+01:00","Staking reward","0.30371838","DFI","0.7380356634","USD","","","0bbfc19a-9af6-4a5f-9cc4-1cc534fb8fe4"
"2021-01-22T05:07:38+01:00","Staking reward","0.20180967","DFI","0.4650280044843","USD","","","243fd310-5afd-4e59-aa7d-109621cb5584"
"2021-01-22T02:55:38+01:00","Staking reward","0.28505076","DFI","0.637573034892","USD","","","c7b52a36-fddf-495d-bacd-edf24f42a622"
"2021-01-21T23:53:09+01:00","Staking reward","0.26445506","DFI","0.6024603612872","USD","","","757c265c-dddd-441c-9a1d-5ab969640e2b"
"2021-01-21T20:51:35+01:00","Staking reward","0.28401299","DFI","0.6900862427123","USD","","","3bab994b-34c9-400a-b60a-440e479bbf55"
"2021-01-21T17:50:14+01:00","Staking reward","0.3074804","DFI","0.729318910368","USD","","","92321f08-bd67-4197-a718-98ff6bd27f72"
"2021-01-21T14:48:55+01:00","Staking reward","0.25849245","DFI","0.64545564765","USD","","","1e2e1a36-8df8-4921-87e5-8d86f01e8b8d"
"2021-01-21T11:47:14+01:00","Staking reward","0.13413499","DFI","0.3326547752","USD","","","244e8f65-7aec-4173-912a-22d20ca79ced"
"2021-01-21T10:30:32+01:00","Staking reward","0.28292405","DFI","0.717783973331","USD","","","d7a383ce-4f9f-4d73-a47b-dc3937bf37ba"
"2021-01-21T07:29:07+01:00","Staking reward","0.28484916","DFI","0.7481791066728","USD","","","e4f09f1c-5d95-437c-bf03-06cb914aac9c"
"2021-01-21T04:27:47+01:00","Staking reward","0.26720291","DFI","0.7039834748024","USD","","","f4790fbb-112c-4738-8cb8-45e36270ffa1"
"2021-01-21T01:26:31+01:00","Staking reward","0.26032651","DFI","0.6922758749826","USD","","","96e7197b-590b-44c2-9e15-771824cd2cf1"
"2021-01-20T22:24:50+01:00","Staking reward","0.27497804","DFI","0.7256340501952","USD","","","c303dc16-d18d-4b7d-9290-d27971a48f7d"
"2021-01-20T19:23:29+01:00","Staking reward","0.30136421","DFI","0.7941157888447","USD","","","f851baa3-28a9-43be-ac01-d5cfc1b16fca"
"2021-01-20T16:22:08+01:00","Staking reward","0.27198132","DFI","0.715066088412","USD","","","424577e6-5c1d-408b-8278-77839121cff4"
"2021-01-20T13:20:50+01:00","Staking reward","0.29640431","DFI","0.772814957463","USD","","","40d72c7e-6476-4284-b4b5-0155192e7eb2"
"2021-01-20T10:19:31+01:00","Staking reward","0.28267905","DFI","0.7459815325785","USD","","","7b9b2066-e23f-4436-be38-99d65a5f3690"
"2021-01-20T07:18:08+01:00","Staking reward","0.2533091","DFI","0.667233901037","USD","","","1f7322b6-6fef-4b3b-9d1c-27a2537bce34"
"2021-01-20T04:16:51+01:00","Staking reward","0.28457457","DFI","0.7553690471166","USD","","","80a4e0f5-c4e0-4877-9970-5e3dca81793d"
"2021-01-20T01:15:30+01:00","Staking reward","0.29529973","DFI","0.7836752824659","USD","","","06f1e227-1d4a-48e4-824c-f5f913acc500"
"2021-01-19T22:14:13+01:00","Staking reward","0.27571451","DFI","0.7473352079354","USD","","","cf2fe8a6-81a8-4cbf-8599-bec0a6b6943c"
"2021-01-19T19:12:48+01:00","Staking reward","0.40177695","DFI","1.103343789012","USD","","","1d4d6427-b7ce-4fd3-9664-26af84902e16"
"2021-01-19T16:11:32+01:00","Staking reward","0.15835523","DFI","0.4338933302","USD","","","8ed6a8eb-cab0-4980-bc2a-aaee5e13e583"
"2021-01-19T13:09:36+01:00","Staking reward","0.21014534","DFI","0.5710825701704","USD","","","9155f37d-3cfe-477c-ac26-547baa741ac3"
"2021-01-19T10:37:52+01:00","Staking reward","0.28244169","DFI","0.7634144683179","USD","","","cf7c1310-95f3-473b-a723-54c52de499a3"
"2021-01-19T07:36:38+01:00","Staking reward","0.29706587","DFI","0.7933322297872","USD","","","0ae50150-e54c-4096-ba12-0cc900622f33"
"2021-01-19T04:35:13+01:00","Staking reward","0.20714837","DFI","0.5529701448128","USD","","","26545d49-123d-49f9-bdb8-8f0e6615734f"
"2021-01-19T02:12:28+01:00","Staking reward","0.16023714","DFI","0.4241028431808","USD","","","1221fe01-0325-42a8-a6e5-db34c4337f3f"
"2021-01-19T00:09:45+01:00","Staking reward","0.27550149","DFI","0.7396416052179","USD","","","fe5a2be7-555c-430c-9aeb-c63dcc10af46"
"2021-01-18T21:08:28+01:00","Staking reward","0.28719338","DFI","0.758262321545","USD","","","f3fd8da1-25a5-4d5b-a910-0c210de9b230"
"2021-01-18T18:07:13+01:00","Staking reward","0.32134197","DFI","0.8449205088195","USD","","","64e167de-d5a2-404d-9dce-488f8a7b539e"
"2021-01-18T15:05:45+01:00","Staking reward","0.13771118","DFI","0.3694143716854","USD","","","7cf2bd49-4e78-44a8-9335-13e7552bf1e6"
"2021-01-18T13:20:09+01:00","Staking reward","0.30468559","DFI","0.8104636694","USD","","","ed85f4e4-b322-4256-9a6c-01845335f67a"
"2021-01-18T10:18:32+01:00","Staking reward","0.29488561","DFI","0.776374834008","USD","","","ab5263e2-af52-4b46-92b0-5da4f9e1f870"
"2021-01-18T07:17:15+01:00","Staking reward","0.29485038","DFI","0.7518655204962","USD","","","32209fca-0c45-4577-bd83-c4df95d13b69"
"2021-01-18T04:15:53+01:00","Staking reward","0.27724695","DFI","0.7158488524305","USD","","","caa6bdfe-9745-444a-8542-b3e1f0fd1290"
"2021-01-18T01:14:41+01:00","Staking reward","0.29283491","DFI","0.7610691460427","USD","","","2754eb09-58d5-4d38-b680-1534a37d3549"
"2021-01-17T22:13:20+01:00","Staking reward","0.28499513","DFI","0.7421672178382","USD","","","89db7995-177b-4c36-951a-3c15b0466a84"
"2021-01-17T19:12:02+01:00","Staking reward","0.39802187","DFI","1.0219768742868","USD","","","a48165f5-a0cd-4813-982b-85f96d5652c9"
"2021-01-17T16:10:47+01:00","Staking reward","0.17363418","DFI","0.4352713714494","USD","","","955d4321-0a9b-4792-b880-f36c8e274470"
"2021-01-17T13:09:28+01:00","Staking reward","0.30333716","DFI","0.7781083493456","USD","","","87383a16-cbc3-43db-9554-962fc892ec44"
"2021-01-17T10:08:07+01:00","Staking reward","0.27599619","DFI","0.6826958956983","USD","","","66567ed8-ddc7-4a1b-8011-ae0328ed9cd7"
"2021-01-17T07:06:51+01:00","Staking reward","0.29839145","DFI","0.7786972474925","USD","","","ad92b9a6-3d02-45ee-99af-1ae4f4a4b269"
"2021-01-17T04:05:09+01:00","Staking reward","0.28860843","DFI","0.7589131831908","USD","","","289acda2-6e33-4ff9-9994-16252b1190aa"
"2021-01-17T01:03:54+01:00","Staking reward","0.29442692","DFI","0.7595095713704","USD","","","12c86ba2-1a69-491c-a5fe-0b428ae48ca4"
"2021-01-16T22:02:38+01:00","Staking reward","0.30121621","DFI","0.8147115318354","USD","","","9bf7f72a-334a-4c79-b751-bb0b7d5443ab"
"2021-01-16T19:01:25+01:00","Staking reward","0.35868082","DFI","0.9684059327262","USD","","","5a869434-3314-4980-a3ff-d871159471a3"
"2021-01-16T15:59:43+01:00","Staking reward","0.05555548","DFI","0.151030350154","USD","","","beed0127-0a29-4851-9cad-b0981d75059b"
"2021-01-16T14:34:34+01:00","Staking reward","0.83722456","DFI","2.2989600360408","USD","","","8a833bce-eab4-4b9e-9bfa-55b650b9fdcb"
"2021-01-16T05:43:16+01:00","Staking reward","1.28492515","DFI","3.324461142092","USD","","","386f7307-3233-4844-8d49-d64855cd2e54"
"2021-01-15T16:35:46+01:00","Staking reward","1.14024233","DFI","2.9223726772502","USD","","","e4a44776-d86f-4784-a42d-319a6ee7d6b1"
"2021-01-15T03:19:34+01:00","Staking reward","1.2477227","DFI","3.4873849465","USD","","","ea5483a3-ad88-4d8c-9b8f-fbccd6fdef06"
"2021-01-14T14:26:49+01:00","Staking reward","0.15279305","DFI","0.4039619052425","USD","","","847babd1-7a58-434d-b41c-e7825ae6dade"
"2021-01-14T12:40:12+01:00","Staking reward","0.37170926","DFI","0.966444076","USD","","","a8c453c0-cf42-4c9b-9497-32e71c6343b4"
"2021-01-14T08:43:40+01:00","Staking reward","0.13330073","DFI","0.3490772876656","USD","","","7ce8f258-1d95-4bf2-8fb7-9034edd25a8e"
"2021-01-14T07:17:46+01:00","Staking reward","0.36385181","DFI","0.9059910069","USD","","","ee6e579f-b489-4203-b1f7-ff51fe412745"
"2021-01-14T03:21:30+01:00","Staking reward","0.21790439","DFI","0.5436583787866","USD","","","a294f8e2-7f44-4273-b93f-b5b8cdb3d241"
"2021-01-14T01:02:18+01:00","Staking reward","0.38322422","DFI","0.9560447906028","USD","","","53cc1777-a251-4b0d-b7dc-72e05085b6a9"
"2021-01-13T21:08:29+01:00","Staking reward","0.40553221","DFI","0.96435559538","USD","","","b82093b1-7aa3-44e8-8fac-65067599323c"
"2021-01-13T17:12:08+01:00","Staking reward","0.113778","DFI","0.26278394436","USD","","","2a446c4a-1361-4658-aba5-d26493cdf1f8"
"2021-01-13T16:05:20+01:00","Staking reward","0.19933855","DFI","0.446741611176","USD","","","24771a73-3731-4d58-bb86-dd7945b73463"
"2021-01-13T13:35:54+01:00","Staking reward","0.38208818","DFI","0.8742330393672","USD","","","249770a2-d4fc-4500-96ab-1902af64b397"
"2021-01-13T09:38:29+01:00","Staking reward","0.3655041","DFI","0.800285847114","USD","","","d1b4b81a-5dea-42e6-b875-8fe601943e60"
"2021-01-13T05:43:01+01:00","Staking reward","0.33046605","DFI","0.699081100812","USD","","","85789a06-a2ff-47b4-95f5-d9913de99a7c"
"2021-01-13T01:51:29+01:00","Staking reward","0.37220989","DFI","0.765189091862","USD","","","73239220-8e08-4eab-9026-bcb16859bf94"
"2021-01-12T21:56:14+01:00","Staking reward","0.38090016","DFI","0.7938492594624","USD","","","64ce8f07-7cb8-4f64-b6d3-bb602887000c"
"2021-01-12T18:00:16+01:00","Staking reward","0.36627179","DFI","0.7672185303593","USD","","","29dcaf39-8c8a-4ae1-a389-e36cb37b4056"
"2021-01-12T14:07:30+01:00","Staking reward","0.34776631","DFI","0.7395459241936","USD","","","bee91474-b087-44d0-ada4-580a3cbd5a61"
"2021-01-12T10:15:23+01:00","Staking reward","0.35256989","DFI","0.760810565631","USD","","","2366f679-38ba-4a1b-9610-016c59a86552"
"2021-01-12T06:23:11+01:00","Staking reward","0.36514152","DFI","0.7649787872304","USD","","","0eea2e79-046b-4a74-ad3b-8516cab485c9"
"2021-01-12T02:30:58+01:00","Staking reward","0.36218109","DFI","0.7566288933081","USD","","","b031b206-46b9-4da9-94f6-18be13156c6c"
"2021-01-12T00:05:24+01:00","Deposit","4.9999028","DFI","10.186501970552","USD","c227e8807955786db44df4d0f6a20c4c892cc09b7ec14e1fd9ed5e246654d903","","83a3b64e-f5b9-4817-a852-dd8510f5381a"
"2021-01-11T22:37:37+01:00","Staking reward","0.32945716","DFI","0.65891432","USD","","","d047b3c8-2091-4d1e-98e4-50ce91f290d0"
"2021-01-11T18:46:02+01:00","Staking reward","0.34975667","DFI","0.6775416259906","USD","","","1a872f22-87ca-4732-bffa-3d954ccdda74"
"2021-01-11T15:00:05+01:00","Staking reward","0.36617343","DFI","0.7094353884849","USD","","","4cc4f5ec-035f-4af8-9905-3fb9b2fbb988"
"2021-01-11T11:10:38+01:00","Staking reward","0.01162431","DFI","0.0235602677511","USD","","","fec1dae4-219a-4a6d-9823-46d70453e7e7"
"2021-01-11T11:03:32+01:00","Staking reward","0.34481471","DFI","0.7060874261083","USD","","","3091a68a-099f-4ec0-8a1b-8ea14d68a0b5"
"2021-01-11T07:17:13+01:00","Staking reward","0.3583195","DFI","0.69432286154","USD","","","9b4305f7-c2fa-42c8-b92f-51e61f7b28f1"
"2021-01-11T03:27:16+01:00","Staking reward","0.79871344","DFI","1.6776256965104","USD","","","21669f93-ac22-4cc1-aceb-316264d42265"
"2021-01-11T00:47:13+01:00","Staking reward","0.20038935","DFI","0.449156696877","USD","","","f8e356a5-5bfc-4f1a-a3d4-f9eed1f91808"
"2021-01-10T18:03:12+01:00","Staking reward","0.21489271","DFI","0.4941801694786","USD","","","12a5c676-b339-446e-99fe-a4418305b221"
"2021-01-10T14:17:09+01:00","Staking reward","0.35713522","DFI","0.8142683016","USD","","","1586b1bd-54cf-4649-9a6b-4a4dc501c8f5"
"2021-01-10T10:30:12+01:00","Staking reward","0.33966516","DFI","0.8080022759112","USD","","","6b64353e-87c8-4040-90cd-be04bcda9583"
"2021-01-10T06:43:41+01:00","Staking reward","0.34832607","DFI","0.8116206426642","USD","","","bab88d21-42a7-49bf-b3d9-f0e954f0a691"
"2021-01-10T02:56:43+01:00","Staking reward","0.33764203","DFI","0.7973821708886","USD","","","dafbe70c-a390-4d66-a139-66614fb38228"
"2021-01-09T23:13:12+01:00","Staking reward","0.34243424","DFI","0.8087577636896","USD","","","14fba131-da82-47ea-86ab-eac6688c1f53"
"2021-01-09T19:29:25+01:00","Staking reward","0.36560157","DFI","0.8503197875217","USD","","","7181f2f7-3afe-4fb7-a9bf-3dc1029e9de2"
"2021-01-09T15:42:34+01:00","Staking reward","0.35104499","DFI","0.8314886737639","USD","","","c7f3cba0-cd98-4543-8746-489d6807a005"
"2021-01-09T11:55:41+01:00","Staking reward","0.35486165","DFI","0.799134241334","USD","","","8806964e-c5fa-450b-86f0-35a62c0b279d"
"2021-01-09T08:11:03+01:00","Staking reward","0.31421034","DFI","0.6879384026028","USD","","","7697377c-00dc-4166-9263-cfbf479a1fb1"
"2021-01-09T04:25:48+01:00","Staking reward","0.34510078","DFI","0.773819478994","USD","","","40077fec-7f13-4f5f-be89-cd09b9089007"
"2021-01-09T00:43:08+01:00","Staking reward","0.35278838","DFI","0.7985294423624","USD","","","fd7d1000-c167-4951-b938-22e8b8d37b29"
"2021-01-08T21:02:56+01:00","Staking reward","0.29765749","DFI","0.6735006728983","USD","","","5ff1069e-0bef-44d4-b3d6-f7690779401b"
"2021-01-08T17:19:10+01:00","Staking reward","0.03962288","DFI","0.0898987675168","USD","","","824dce00-5160-4906-8687-382ac41fa040"
"2021-01-08T16:56:17+01:00","Staking reward","0.16137947","DFI","0.364636912465","USD","","","96a8e1b6-30b5-4673-a1f9-1edcfa39cff0"
"2021-01-08T15:09:48+01:00","Staking reward","0.2270717","DFI","0.507900354258","USD","","","69690a74-e45b-4d5c-9983-9c576998848d"
"2021-01-08T12:28:50+01:00","Staking reward","0.32075672","DFI","0.7058604455992","USD","","","143e8e06-9e92-41a3-9c82-9c034f8dc1ca"
"2021-01-08T08:43:28+01:00","Staking reward","0.33810293","DFI","0.6907510480486","USD","","","05ee1e5d-4d6f-4630-a022-147d8b01364d"
"2021-01-08T05:00:24+01:00","Staking reward","0.33129759","DFI","0.6845072026026","USD","","","56919f1e-895c-47fe-87c6-2b27bcd37ef7"
"2021-01-08T01:17:15+01:00","Staking reward","0.33415438","DFI","0.7107363416286","USD","","","5744cea2-1e5a-46e8-80d7-8d328ba5b6ee"
"2021-01-07T21:38:05+01:00","Staking reward","0.33599557","DFI","0.6970362497878","USD","","","32ffcf5f-51b9-44c3-9fdd-a51478ca901e"
"2021-01-07T17:59:41+01:00","Staking reward","0.33884809","DFI","0.7100798919613","USD","","","649f0362-2f34-4d2b-904f-ee7443b32447"
"2021-01-07T14:20:44+01:00","Staking reward","0.32914947","DFI","0.6811978686279","USD","","","54294a3e-ba25-45a7-b608-eff750d1c3d3"
"2021-01-07T10:40:28+01:00","Staking reward","0.02413088","DFI","0.0482873387328","USD","","","915db504-1646-46fc-af15-734d2f5bc132"
"2021-01-07T10:27:13+01:00","Staking reward","0.34652012","DFI","0.7044650083564","USD","","","c6a99ccc-b4cc-487a-80bf-1be64565ecb2"
"2021-01-07T06:48:35+01:00","Staking reward","0.34550664","DFI","0.6933523599528","USD","","","b67bec59-f795-4c37-a8c4-4943599cb083"
"2021-01-07T03:10:46+01:00","Staking reward","0.33195373","DFI","0.6696568986036","USD","","","204c0b8a-d73f-4d5d-af12-15a0b0ec62e9"
"2021-01-06T23:32:39+01:00","Staking reward","0.34638177","DFI","0.687671727981","USD","","","81d0366b-7216-4a54-a362-753388f4b1cf"
"2021-01-06T19:55:09+01:00","Staking reward","0.35501759","DFI","0.6938392775442","USD","","","da58d3ab-3fdb-45a0-9a31-0ef192659a23"
"2021-01-06T16:18:42+01:00","Staking reward","0.2401949","DFI","0.464212673485","USD","","","a867105f-e65d-4f9d-91b5-1be3042eb8b6"
"2021-01-06T13:30:12+01:00","Staking reward","0.22763267","DFI","0.4447396053392","USD","","","413eaf3d-532c-469d-a9db-3411f7da9a71"
"2021-01-06T11:04:15+01:00","Staking reward","0.32404393","DFI","0.6127184650405","USD","","","80c212dc-617a-44bf-a62c-c8a90c08978c"
"2021-01-06T07:25:04+01:00","Staking reward","0.16201057","DFI","0.3114426393452","USD","","","d06e1c9d-3472-43ed-9841-560c5f3838c5"
"2021-01-06T05:36:58+01:00","Staking reward","0.33844139","DFI","0.6436410666742","USD","","","d8d712d0-c544-4a5d-9610-17296a8be597"
"2021-01-06T01:59:56+01:00","Staking reward","0.35285716","DFI","0.654232460356","USD","","","b81d60e7-ab0e-4a6b-bf7d-c20b9a6597e3"
"2021-01-05T22:22:35+01:00","Staking reward","0.3258228","DFI","0.601143066","USD","","","b364e355-f12b-4cad-bea6-62b3305d9059"
"2021-01-05T18:43:08+01:00","Staking reward","0.34505569","DFI","0.6141991282","USD","","","efeca85c-9614-402e-b5ff-e042242eb00a"
"2021-01-05T15:04:47+01:00","Staking reward","0.31706408","DFI","0.54503315352","USD","","","7e8a401e-d874-4fbe-a3cc-711b8384ea8c"
"2021-01-05T11:28:33+01:00","Staking reward","0.32376811","DFI","0.5456949609995","USD","","","c5e2a5e5-769a-4704-b95c-0f0445e3cef1"
